title,description,size,price
Инструментальный шкаф HARD 1000-000021,"

Вес, кг

						142					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						74 107						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-021011,"

Вес, кг

						123					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						82 726						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-002030,"

Вес, кг

						143					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						93 744						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-021030,"

Вес, кг

						132					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						80 117						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-021020,"

Вес, кг

						119					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						74 044						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-021010,"

Вес, кг

						106					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						67 971						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-001010,"

Вес, кг

						104					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						64 841						
							 руб.							за 1 шт

"
Инструментальный шкаф HARD 1000-002010,"

Вес, кг

						115					



Габариты, мм

						998x1150x650					


",['998x1150x650'],"
						73 251						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-004000 EL,"

Вес, кг

						136					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						77 363						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC EL,"

Вес, кг

						110					



Габариты, мм

						1850x921x461					


",['1850x921x461'],"
						63 088						
							 руб.							за 1 шт

"
Комплект полок AMH TC SK 50 (2шт.),"

Вес, кг

						3					



Габариты, мм

						30x840x170					


",['30x840x170'],"
						3 986						
							 руб.							за 1 шт

"
Комплект полок AMH TC HSK 63 (2шт.),"

Вес, кг

						3					



Габариты, мм

						30x840x170					


",['30x840x170'],"
						3 986						
							 руб.							за 1 шт

"
Комплект полок AMH TC SK 40 (2шт.),"

Вес, кг

						4					



Габариты, мм

						30x840x170					


",['30x840x170'],"
						3 986						
							 руб.							за 1 шт

"
Ящик AMH TC 125,"

Вес, кг

						7					



Габариты, мм

						125x840x400					


",['125x840x400'],"
						6 073						
							 руб.							за 1 шт

"
Ящик AMH TC 60,"

Вес, кг

						5					



Габариты, мм

						60x840x400					


",['60x840x400'],"
						5 656						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-004000 ЧПУ,"

Вес, кг

						131					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						79 032						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-003000 ЧПУ,"

Вес, кг

						122					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						75 046						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-062030,"

Вес, кг

						150.8					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						98 148						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-004040,"

Вес, кг

						154					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						101 654						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-062032,"

Вес, кг

						161					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						109 459						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-005020,"

Вес, кг

						136					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						93 077						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-062000,"

Вес, кг

						135.8					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						79 929						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-004010,"

Вес, кг

						143					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						83 435						
							 руб.							за 1 шт

"
Инструментальный шкаф AMH TC-004000,"

Вес, кг

						134					



Габариты, мм

						1850x920x460					


",['1850x920x460'],"
						77 363						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-102200,"

Вес, кг

						66					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						30 553						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-1020010,"

Вес, кг

						97					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						66 790						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-102206,"

Вес, кг

						85					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						52 565						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-1220110,"

Вес, кг

						107					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						74 816						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-102215,"

Вес, кг

						90					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						56 238						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-102400,"

Вес, кг

						72					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						33 758						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-121215,"

Вес, кг

						90					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						56 560						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2- 022050,"

Вес, кг

						93					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						58 317						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995/2-024010,"

Вес, кг

						77					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						37 940						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-000305,"

Вес, кг

						56					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						35 774						
							 руб.							за 1 шт

"
Шкаф инструментальный  TC-1947-000402,"

Вес, кг

						47					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						25 681						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-020300,"

Вес, кг

						41					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						19 007						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-000201ГК,"

Вес, кг

						40					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						20 577						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-000400,"

Вес, кг

						40					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						18 344						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-000200ГК,"

Вес, кг

						37					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						16 908						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-000202ГК,"

Вес, кг

						44					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						24 246						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-020301,"

Вес, кг

						45					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						22 676						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947-020202,"

Вес, кг

						46					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						25 431						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1947,"

Вес, кг

						35					



Габариты, мм

						1900x475x500					


",['1900x475x500'],"
						14 688						
							 руб.							за 1 шт

"
TC полка большая TCSh 95х47,"

Вес, кг

						3.93					



Габариты, мм

						25x945x430					


",['25x945x430'],"
						1 741						
							 руб.							за 1 шт

"
TC ящик выдвижной большой TCF 87x45,"

Вес, кг

						6					



Габариты, мм

						140x874x450					


",['140x874x450'],"
						5 965						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1095,"

Вес, кг

						33					



Габариты, мм

						1000x950x500					


",['1000x950x500'],"
						16 065						
							 руб.							за 1 шт

"
TC перегородка вертикальная TCD-1800/2,"

Вес, кг

						6					



Габариты, мм

						730x945x470					


",['730x945x470'],"
						3 669						
							 руб.							за 1 шт

"
TC перегородка вертикальная TCD-900,"

Вес, кг

						4					



Габариты, мм

						900x470x40					


",['900x470x40'],"
						2 292						
							 руб.							за 1 шт

"
TC полка малая TCSh 43х47,"

Вес, кг

						1.78					



Габариты, мм

						25x470x430					


",['25x470x430'],"
						914						
							 руб.							за 1 шт

"
TC ящик выдвижной малый TCF 42x45,"

Вес, кг

						4					



Габариты, мм

						140x420x450					


",['140x420x450'],"
						3 669						
							 руб.							за 1 шт

"
TC экран перфорированный TCS 50x43,"

Вес, кг

						2					



Габариты, мм

						500x435x20					


",['500x435x20'],"
						1 031						
							 руб.							за 1 шт

"
TC полка для ЧПУ SK-40,"

Вес, кг

						10.2					



Габариты, мм

						225x918x434					


",['225x918x434'],"
						5 505						
							 руб.							за 1 шт

"
TC полка для ЧПУ SK-50,"

Вес, кг

						10.4					



Габариты, мм

						225x918x434					


",['225x918x434'],"
						5 505						
							 руб.							за 1 шт

"
TC полка для ЧПУ HSK-63,"

Вес, кг

						9.9					



Габариты, мм

						225x918x434					


",['225x918x434'],"
						5 505						
							 руб.							за 1 шт

"
Шкаф инструментальный TC-1995,"

Вес, кг

						54					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						22 952						
							 руб.							за 1 шт

"
TC перегородка вертикальная TCD-1800,"

Вес, кг

						7					



Габариты, мм

						1800x470x40					


",['1800x470x40'],"
						3 669						
							 руб.							за 1 шт

"
TC ящик выдвижной TCF 39x45,"

Вес, кг

						3.8					



Габариты, мм

						100x390x450					


",['100x390x450'],"
						3 669						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-004000 ЧПУ,"

Вес, кг

						93					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						44 974						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-004030,"

Вес, кг

						86					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						47 807						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-003040,"

Вес, кг

						89					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						52 031						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-004020,"

Вес, кг

						80					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						41 843						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-041040,"

Вес, кг

						89					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						52 674						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-041030,"

Вес, кг

						83					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						46 709						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-042020,"

Вес, кг

						81					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						42 486						
							 руб.							за 1 шт

"
Шкаф инструментальный ТС 1995-042000,"

Вес, кг

						69					



Габариты, мм

						1900x950x500					


",['1900x950x500'],"
						30 557						
							 руб.							за 1 шт

"
