title,description,size,availability,price
Верстак GARAGE SET 2,"
ВхШхГ, мм: 1500х1000х500
Вес, кг: 32
",['1500х1000х500'],Есть в наличии,10 830 руб.
Верстак PROFI W (№108) WT100.F1.F1.000,"
ВхШхГ, мм: 870х1000х700
Вес, кг: 38
",['870х1000х700'],Есть в наличии,9 950 руб.
Верстак ВП-2,"
ВхШхГ, мм: 860х1390х685
Вес, кг: 57
",['860х1390х685'],Есть в наличии,18 200 руб.
Верстак TNC 121.11.3,"
ВхШхГ, мм: 855х1196х696
Вес, кг: 38
",['855х1196х696'],Есть в наличии,18 960 руб.
Верстак GARAGE №112,"
ВхШхГ, мм: 920х1000х500
Вес, кг: 20
",['920х1000х500'],Есть в наличии,5 490 руб.
Верстак ВТ-1.2 с тумбой,"
ВхШхГ, мм: 850х1200х685
Вес, кг: 52.6
",['850х1200х685'],Есть в наличии,21 230 руб.
Верстак GARAGE №111,"
ВхШхГ, мм: 930х1013х500
Вес, кг: 13.9
",['930х1013х500'],Есть в наличии,5 240 руб.
Верстак MASTER (№101) MT100.MF1/MF1.000,"
ВхШхГ, мм: 870х1000х500
Вес, кг: 29
",['870х1000х500'],Есть в наличии,8 270 руб.
Верстак ВС-1,"
ВхШхГ, мм: 850х1000х685
Вес, кг: 33.4
",['850х1000х685'],Есть в наличии,12 580 руб.
Верстак ТВР1200,"
ВхШхГ, мм: 1120х1208х755
Вес, кг: 70
",['1120х1208х755'],Есть в наличии,27 170 руб.
Верстак Iron Wood 5ft DAD`s Garage,"
ВхШхГ, мм: 900х1500х800
Вес, кг: 110
",['900х1500х800'],Есть в наличии,90 240 руб.
Верстак PROFI W (№603) WT160.WD1.WD5.000,"
ВхШхГ, мм: 870х1600х700
Вес, кг: 110
",['870х1600х700'],Есть в наличии,30 910 руб.
Верстак TNC 181.47.2-2F,"
ВхШхГ, мм: 1965х1796х696
Вес, кг: 132.3
",['1965х1796х696'],Есть в наличии,80 480 руб.
Верстак ВП-4,"
ВхШхГ, мм: 860х1900х685
Вес, кг: 101
",['860х1900х685'],Есть в наличии,32 720 руб.
Верстак WK1500(Т5),"
ВхШхГ, мм: 857х1508х755
Вес, кг: 89
",['857х1508х755'],Есть в наличии,39 520 руб.
Верстак PROFI W WT120.F1.F1.011,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 58
",['1370х1200х700'],Есть в наличии,20 000 руб.
Верстак ВЛ-150-03 Ф + Экран ВЛ-150-Э3,"
ВхШхГ, мм: 2052х1500х700
Вес, кг: 97.4
",['2052х1500х700'],Есть в наличии,75 530 руб.
Верстак ТВР1500(ТВ0-ТВ5),"
ВхШхГ, мм: 1120х1508х755
Вес, кг: 143
",['1120х1508х755'],Есть в наличии,69 940 руб.
Верстак ВТ2-1.6 с двумя тумбами,"
ВхШхГ, мм: 850х1600х685
Вес, кг: 79
",['850х1600х685'],Есть в наличии,32 790 руб.
Верстак PROFI W WT140.WD1.F1.021,"
ВхШхГ, мм: 1920х1400х700
Вес, кг: 82.3
",['1920х1400х700'],Есть в наличии,29 510 руб.
Верстак ВД-1.4 с драйвером,"
ВхШхГ, мм: 850х1390х685
Вес, кг: 76.2
",['850х1390х685'],Есть в наличии,33 710 руб.
Верстак ВП 2/1.6,"
ВхШхГ, мм: 860х1600х685
Вес, кг: 62
",['860х1600х685'],Есть в наличии,19 040 руб.
Верстак TNC 161.77.1-2F,"
ВхШхГ, мм: 1965х1596х696
Вес, кг: 105.2
",['1965х1596х696'],Есть в наличии,63 940 руб.
Верстак MASTER (№103) MT100.MF1/MF1.100,"
ВхШхГ, мм: 870х1000х500
Вес, кг: 35
",['870х1000х500'],Есть в наличии,11 150 руб.
Верстак PROFI W WT140.WD1.F1.011,"
ВхШхГ, мм: 1370х1400х700
Вес, кг: 72.3
",['1370х1400х700'],Есть в наличии,27 130 руб.
Верстак PROFI W WT120.WD5.WD2.010,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 97
",['1370х1200х700'],Есть в наличии,33 870 руб.
Верстак ТВР1800(ТВ0-ТВ0),"
ВхШхГ, мм: 1120х1808х755
Вес, кг: 133
",['1120х1808х755'],Есть в наличии,59 200 руб.
Верстак TNC 161.35.1,"
ВхШхГ, мм: 855х1596х696
Вес, кг: 120
",['855х1596х696'],Есть в наличии,65 900 руб.
Верстак PROFI W (№400) WT140.WD1.F1.000,"
ВхШхГ, мм: 870х1400х700
Вес, кг: 58.3
",['870х1400х700'],Есть в наличии,17 920 руб.
Верстак ВС-150-01 Ф + экран ВС-150-Э3,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 98.45
",['2065х1500х700'],Есть в наличии,82 930 руб.
Верстак PROFI W WT180.WD1.WD2.020,"
ВхШхГ, мм: 1870х1800х700
Вес, кг: 110
",['1870х1800х700'],Есть в наличии,36 800 руб.
Верстак PROFI W WT160.F1.WD5.100,"
ВхШхГ, мм: 870х1600х700
Вес, кг: 95.8
",['870х1600х700'],Есть в наличии,33 130 руб.
Верстак PROFI W WT120.WD1.F1.110,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 79.8
",['1370х1200х700'],Есть в наличии,26 310 руб.
Верстак WK1800(Т0-Т5),"
ВхШхГ, мм: 857х1808х755
Вес, кг: 111
",['857х1808х755'],Есть в наличии,50 860 руб.
Верстак PROFI W WT120.WD1.F1.010,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 62
",['1370х1200х700'],Есть в наличии,19 010 руб.
Верстак ВТ-1.6 с тумбой,"
ВхШхГ, мм: 850х1600х685
Вес, кг: 63.7
",['850х1600х685'],Есть в наличии,26 210 руб.
Верстак PROFI W WT120.WD1.WD1.011,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 80
",['1370х1200х700'],Есть в наличии,29 500 руб.
Верстак PROFI W WT100.WD2.WD2.000,"
ВхШхГ, мм: 870х1000х700
Вес, кг: 74
",['870х1000х700'],Есть в наличии,26 320 руб.
Верстак ВС-150-01 К + экран ВС-150-Э5,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 63.9
",['2065х1500х700'],Есть в наличии,72 280 руб.
Верстак PROFI W WT120.WD1.F1.111,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 83.8
",['1370х1200х700'],Есть в наличии,32 400 руб.
Верстак PROFI W WT180.WD5.WD5.000,"
ВхШхГ, мм: 870х1800х700
Вес, кг: 113
",['870х1800х700'],Есть в наличии,40 330 руб.
Верстак ТВР1500,"
ВхШхГ, мм: 1120х1508х755
Вес, кг: 82
",['1120х1508х755'],Есть в наличии,29 570 руб.
Верстак ВС-150-01 Ф + экран ВС-150-Э2,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 90.45
",['2065х1500х700'],Есть в наличии,78 240 руб.
Верстак ВС-150-01 ЦФ + экран ВС-150-Э4,"
ВхШхГ, мм: 1480х1500х700
Вес, кг: 63.9
",['1480х1500х700'],Есть в наличии,70 520 руб.
Верстак ВП-6,"
ВхШхГ, мм: 860х1900х685
Вес, кг: 114
",['860х1900х685'],Есть в наличии,39 120 руб.
Верстак PROFI W WT180.WD1.WD1.021,"
ВхШхГ, мм: 1920х1800х700
Вес, кг: 81
",['1920х1800х700'],Есть в наличии,38 670 руб.
Верстак PROFI W WT160.F1.WD5.120,"
ВхШхГ, мм: 1870х1600х700
Вес, кг: 117.8
",['1870х1600х700'],Есть в наличии,40 430 руб.
Верстак PROFI W WT100.WD5.WD1.000,"
ВхШхГ, мм: 870х1000х700
Вес, кг: 82
",['870х1000х700'],Есть в наличии,27 360 руб.
Верстак PROFI W WT120.WD5.F1.121,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 108.8
",['1920х1200х700'],Есть в наличии,41 900 руб.
Верстак PROFI W WT160.WD1.WD2.110,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 109.5
",['1370х1600х700'],Есть в наличии,37 510 руб.
Верстак ВС-150-01 МФ + экран ВС-150-Э4,"
ВхШхГ, мм: 1480х1500х700
Вес, кг: 63.9
",['1480х1500х700'],Есть в наличии,80 320 руб.
Верстак PROFI W WT160.WD1.WD1.010,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 90
",['1370х1600х700'],Есть в наличии,27 070 руб.
Верстак PROFI W WT120.F1.F1.021,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 61.6
",['1920х1200х700'],Есть в наличии,22 190 руб.
Верстак PROFI W WT120.F1.WD5.021,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 92.3
",['1920х1200х700'],Есть в наличии,34 600 руб.
Верстак ВС-150-01 ЦФ + экран ВС-150-Э3,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 98.45
",['2065х1500х700'],Есть в наличии,83 250 руб.
Верстак PROFI W WT160.WD5.WD2.111,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 129.5
",['1370х1600х700'],Есть в наличии,50 910 руб.
Верстак PROFI W WT140.WD5.F1.020,"
ВхШхГ, мм: 1870х1400х700
Вес, кг: 94.3
",['1870х1400х700'],Есть в наличии,31 820 руб.
Верстак PROFI W WT160.WD1.WD2.021,"
ВхШхГ, мм: 1920х1600х700
Вес, кг: 95
",['1920х1600х700'],Есть в наличии,39 040 руб.
Верстак ВЛ-150-07 ЦФ+Экран ВЛ-150-Э1,"
ВхШхГ, мм: 1301х1500х700
Вес, кг: 124
",['1301х1500х700'],Есть в наличии,89 590 руб.
Верстак PROFI W WT160.WD2.F1.120,"
ВхШхГ, мм: 1870х1600х700
Вес, кг: 106.8
",['1870х1600х700'],Есть в наличии,36 250 руб.
Верстак WK1800(Т0-Т0),"
ВхШхГ, мм: 857х1808х755
Вес, кг: 94
",['857х1808х755'],Есть в наличии,38 120 руб.
Верстак ВЛ-150-04 Ф,"
ВхШхГ, мм: 826х1500х700
Вес, кг: 91.65
",['826х1500х700'],Есть в наличии,74 890 руб.
Верстак PROFI W WT160.WD2.WD5.000,"
ВхШхГ, мм: 870х1600х700
Вес, кг: 121
",['870х1600х700'],Есть в наличии,34 050 руб.
Верстак PROFI W WT100.WD1.WD1.021,"
ВхШхГ, мм: 1920х1000х700
Вес, кг: 84
",['1920х1000х700'],Есть в наличии,30 980 руб.
Верстак PROFI W WT100.WD1.WD2.021,"
ВхШхГ, мм: 1920х1000х700
Вес, кг: 89
",['1920х1000х700'],Есть в наличии,34 120 руб.
Верстак PROFI W WT180.WD5.WD2.121,"
ВхШхГ, мм: 1920х1800х700
Вес, кг: 146.5
",['1920х1800х700'],Есть в наличии,56 430 руб.
Верстак ВТ-1.4 с тумбой,"
ВхШхГ, мм: 850х1390х685
Вес, кг: 59.6
",['850х1390х685'],Есть в наличии,24 400 руб.
Верстак ВС-150-01 Ф + экран ВС-150-Э5,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 63.9
",['2065х1500х700'],Есть в наличии,75 580 руб.
Верстак ВС-150-01 МФ + экран ВС-150-Э2,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 90.45
",['2065х1500х700'],Есть в наличии,88 360 руб.
Верстак ВС-150-01 Ф + экран ВС-150-Э4,"
ВхШхГ, мм: 1480х1500х700
Вес, кг: 63.9
",['1480х1500х700'],Есть в наличии,70 200 руб.
Верстак PROFI W WT160.WD1.F1.111,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 94.8
",['1370х1600х700'],Есть в наличии,35 370 руб.
Верстак ВС-150-01 К (без экрана),"
ВхШхГ, мм: 840х1500х700
Вес, кг: 63.9
",['840х1500х700'],Есть в наличии,52 520 руб.
Верстак PROFI W WT100.WD5.F1.000,"
ВхШхГ, мм: 870х1000х700
Вес, кг: 63
",['870х1000х700'],Есть в наличии,21 590 руб.
Верстак ВЛ-150-04 ЦФ + Экран ВЛ-150-Э3,"
ВхШхГ, мм: 2052х1500х700
Вес, кг: 124.3
",['2052х1500х700'],Есть в наличии,100 350 руб.
Верстак PROFI W WT120.F1.F1.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 39
",['870х1200х700'],Есть в наличии,11 000 руб.
Верстак ВП-1,"
ВхШхГ, мм: 860х1000х685
Вес, кг: 34
",['860х1000х685'],Есть в наличии,11 000 руб.
Верстак PROFI W WT100.F1.F1.010,"
ВхШхГ, мм: 1370х1000х700
Вес, кг: 42.6
",['1370х1000х700'],Есть в наличии,12 740 руб.
Верстак PROFI W (№202) WT120.WD5.F1.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 82
",['870х1200х700'],Есть в наличии,23 410 руб.
Верстак PROFI W WT180.WD1.WD2.021,"
ВхШхГ, мм: 1920х1800х700
Вес, кг: 114
",['1920х1800х700'],Есть в наличии,41 810 руб.
Верстак PROFI W WT140.F1.WD2.020,"
ВхШхГ, мм: 1870х1400х700
Вес, кг: 83.3
",['1870х1400х700'],Есть в наличии,27 640 руб.
Верстак ВС-200-01 МФ + Экран ВС-200-Э1,"
ВхШхГ, мм: 1439х2000х700
",['1439х2000х700'],Есть в наличии,99 600 руб.
Верстак PROFI W WT100.WD1.WD1.020,"
ВхШхГ, мм: 1870х1000х700
Вес, кг: 80
",['1870х1000х700'],Есть в наличии,25 970 руб.
Верстак PROFI W WT180.WD1.WD2.000,"
ВхШхГ, мм: 870х1800х700
Вес, кг: 102
",['870х1800х700'],Есть в наличии,28 840 руб.
Верстак PROFI W WT140.WD1.F1.010,"
ВхШхГ, мм: 1370х1400х700
Вес, кг: 65
",['1370х1400х700'],Есть в наличии,21 040 руб.
Верстак PROFI W WT160.F1.WD2.020,"
ВхШхГ, мм: 1870х1600х700
Вес, кг: 90.3
",['1870х1600х700'],Есть в наличии,28 950 руб.
Верстак PROFI W WT100.WD5.WD5.010,"
ВхШхГ, мм: 1370х1000х700
Вес, кг: 104
",['1370х1000х700'],Есть в наличии,37 470 руб.
Верстак PROFI W WT160.WD1.F1.011,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 78.3
",['1370х1600х700'],Есть в наличии,28 070 руб.
Верстак PROFI W WT120.WD5.WD5.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 99
",['870х1200х700'],Есть в наличии,35 130 руб.
Верстак PROFI W WT180.WD1.WD5.010,"
ВхШхГ, мм: 1370х1800х700
Вес, кг: 97
",['1370х1800х700'],Есть в наличии,36 820 руб.
Верстак PROFI W WT160.WD1.F1.020,"
ВхШхГ, мм: 1870х1600х700
Вес, кг: 85.3
",['1870х1600х700'],Есть в наличии,25 810 руб.
Верстак PROFI W WT160.F1.WD5.110,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 106.8
",['1370х1600х700'],Есть в наличии,36 600 руб.
Верстак PROFI W WT120.WD1.F1.121,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 92.8
",['1920х1200х700'],Есть в наличии,34 580 руб.
Верстак PROFI W WT120.WD5.F1.100,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 86.8
",['870х1200х700'],Есть в наличии,30 710 руб.
Верстак PROFI W WT180.WD5.WD2.011,"
ВхШхГ, мм: 1370х1800х700
Вес, кг: 118
",['1370х1800х700'],Есть в наличии,46 050 руб.
Верстак PROFI W WT120.WD2.F1.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 68
",['870х1200х700'],Есть в наличии,19 230 руб.
Верстак PROFI W WT100.WD5.WD1.020,"
ВхШхГ, мм: 1870х1000х700
Вес, кг: 96
",['1870х1000х700'],Есть в наличии,33 290 руб.
Верстак PROFI W WT120.WD5.WD1.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 83
",['870х1200х700'],Есть в наличии,27 820 руб.
Верстак WK1200(Т5),"
ВхШхГ, мм: 857х1208х755
Вес, кг: 81
",['857х1208х755'],Есть в наличии,37 630 руб.
Верстак ВЛ-150-03 МФ + Экран ВЛ-150-Э3,"
ВхШхГ, мм: 2052х1500х700
Вес, кг: 121.6
",['2052х1500х700'],Есть в наличии,86 500 руб.
Верстак WK1800(Т5),"
ВхШхГ, мм: 857х1808х755
Вес, кг: 98
",['857х1808х755'],Есть в наличии,41 880 руб.
Верстак ВП 2/1.2,"
ВхШхГ, мм: 860х1200х685
Вес, кг: 54
",['860х1200х685'],Есть в наличии,16 240 руб.
Верстак ВП-3/1.2,"
ВхШхГ, мм: 860х1200х685
Вес, кг: 68
",['860х1200х685'],Есть в наличии,22 640 руб.
Верстак PROFI W WT120.WD1.WD2.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 72
",['870х1200х700'],Есть в наличии,23 640 руб.
Верстак ВС-150-01 МФ + экран ВС-150-Э6,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 63.9
",['2065х1500х700'],Есть в наличии,91 450 руб.
Верстак PROFI W WT160.WD2.F1.111,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 99.8
",['1370х1600х700'],Есть в наличии,38 510 руб.
Верстак ВС-150-04 МФ + Экран ВС-150-Э1,"
ВхШхГ, мм: 1439х1500х700
",['1439х1500х700'],Есть в наличии,164 160 руб.
Верстак PROFI W WT160.WD2.F1.021,"
ВхШхГ, мм: 1920х1600х700
Вес, кг: 67
",['1920х1600х700'],Есть в наличии,33 960 руб.
Верстак PROFI W WT140.WD1.WD2.000,"
ВхШхГ, мм: 870х1400х700
Вес, кг: 85
",['870х1400х700'],Есть в наличии,25 160 руб.
Верстак PROFI W WT160.WD1.F1.110,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 90.8
",['1370х1600х700'],Есть в наличии,29 290 руб.
Верстак PROFI W WT160.WD1.F1.100,"
ВхШхГ, мм: 870х1600х700
Вес, кг: 79.8
",['870х1600х700'],Есть в наличии,25 810 руб.
Верстак PROFI W WT180.WD1.WD1.010,"
ВхШхГ, мм: 1370х1800х700
Вес, кг: 81
",['1370х1800х700'],Есть в наличии,29 510 руб.
Верстак ВП-3Т/1.6,"
ВхШхГ, мм: 860х1600х685
Вес, кг: 79
",['860х1600х685'],Есть в наличии,26 990 руб.
Верстак GARAGE №119,"
ВхШхГ, мм: 1420х1000х500
Вес, кг: 21
",['1420х1000х500'],Есть в наличии,9 120 руб.
Верстак PROFI W WT100.WD5.WD5.021,"
ВхШхГ, мм: 1920х1000х700
Вес, кг: 116
",['1920х1000х700'],Есть в наличии,45 620 руб.
Верстак ВС-150-02 Ф (без экрана),"
ВхШхГ, мм: 840х1500х700
Вес, кг: 114.75
",['840х1500х700'],Есть в наличии,117 070 руб.
Верстак PROFI W WT180.WD2.WD5.000,"
ВхШхГ, мм: 870х1800х700
Вес, кг: 104
",['870х1800х700'],Есть в наличии,36 160 руб.
Верстак PROFI W WT180.WD2.WD2.021,"
ВхШхГ, мм: 1920х1800х700
Вес, кг: 91
",['1920х1800х700'],Есть в наличии,44 950 руб.
Верстак PROFI W WT180.WD5.WD5.010,"
ВхШхГ, мм: 1370х1800х700
Вес, кг: 113
",['1370х1800х700'],Есть в наличии,44 140 руб.
Верстак PROFI W WT160.WD2.WD5.010,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 121
",['1370х1600х700'],Есть в наличии,37 520 руб.
Верстак ВЛ-100-01 ЦФ + Экран ВЛ-100-Э1,"
ВхШхГ, мм: 1301х1000х700
Вес, кг: 51
",['1301х1000х700'],Есть в наличии,41 120 руб.
Верстак PROFI W WT160.F1.WD2.011,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 83.3
",['1370х1600х700'],Есть в наличии,31 210 руб.
Верстак ВС-150-03 МФ + Экран ВС-150-Э1,"
ВхШхГ, мм: 1439х1500х700
",['1439х1500х700'],Есть в наличии,121 440 руб.
Верстак ВЛ-150-04 МФ + Экран ВЛ-150-Э3,"
ВхШхГ, мм: 2052х1500х700
Вес, кг: 142
",['2052х1500х700'],Есть в наличии,108 440 руб.
Верстак PROFI W WT180.WD2.WD2.000,"
ВхШхГ, мм: 870х1800х700
Вес, кг: 91
",['870х1800х700'],Есть в наличии,31 980 руб.
Верстак PROFI W WT140.WD2.F1.021,"
ВхШхГ, мм: 1920х1400х700
Вес, кг: 87.3
",['1920х1400х700'],Есть в наличии,32 650 руб.
Верстак ВЛ-150-04 ЦФ+Экран ВЛ-150-Э1,"
ВхШхГ, мм: 1301х1500х700
Вес, кг: 106
",['1301х1500х700'],Есть в наличии,85 860 руб.
Верстак PROFI W WT100.WD5.WD5.000,"
ВхШхГ, мм: 870х1000х700
Вес, кг: 96
",['870х1000х700'],Есть в наличии,34 670 руб.
Верстак PROFI W WT120.WD5.WD5.011,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 112
",['1370х1200х700'],Есть в наличии,44 140 руб.
Верстак WK1500(Т5-Т5),"
ВхШхГ, мм: 857х1508х755
Вес, кг: 119
",['857х1508х755'],Есть в наличии,61 230 руб.
Верстак ВС-150-01 К + экран ВС-150-Э2,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 90.45
",['2065х1500х700'],Есть в наличии,74 940 руб.
Верстак ВС-150-01 К + экран ВС-150-Э6,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 63.9
",['2065х1500х700'],Есть в наличии,78 030 руб.
Верстак PROFI W WT120.WD1.F1.021,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 62
",['1920х1200х700'],Есть в наличии,27 280 руб.
Верстак PROFI W WT120.WD5.F1.021,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 82
",['1920х1200х700'],Есть в наличии,34 600 руб.
Верстак PROFI W WT160.WD1.WD5.021,"
ВхШхГ, мм: 1920х1600х700
Вес, кг: 110
",['1920х1600х700'],Есть в наличии,43 220 руб.
Верстак ВС-150-01 К + экран ВС-150-Э4,"
ВхШхГ, мм: 1480х1500х700
Вес, кг: 63.9
",['1480х1500х700'],Есть в наличии,66 900 руб.
Верстак PROFI W WT120.WD5.WD2.011,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 101
",['1370х1200х700'],Есть в наличии,39 960 руб.
Верстак ВП-6Т,"
ВхШхГ, мм: 860х1900х685
Вес, кг: 114
",['860х1900х685'],Есть в наличии,42 230 руб.
Верстак PROFI W WT100.WD5.WD5.011,"
ВхШхГ, мм: 1370х1000х700
Вес, кг: 108
",['1370х1000х700'],Есть в наличии,43 550 руб.
Верстак PROFI W WT180.WD5.WD2.021,"
ВхШхГ, мм: 1920х1800х700
Вес, кг: 130
",['1920х1800х700'],Есть в наличии,49 130 руб.
Верстак PROFI W WT120.WD5.F1.010,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 82
",['1370х1200х700'],Есть в наличии,26 330 руб.
Верстак PROFI W WT120.WD2.WD2.011,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 90
",['1370х1200х700'],Есть в наличии,35 780 руб.
Верстак ТВР1200(ТВ0),"
ВхШхГ, мм: 1120х1208х755
Вес, кг: 91
",['1120х1208х755'],Есть в наличии,40 750 руб.
Верстак PROFI W WT120.WD5.WD2.020,"
ВхШхГ, мм: 1870х1200х700
Вес, кг: 106
",['1870х1200х700'],Есть в наличии,37 130 руб.
Верстак GARAGE SET 1,"
ВхШхГ, мм: 1500х1000х500
Вес, кг: 28
",['1500х1000х500'],Есть в наличии,10 830 руб.
Верстак ВП-4Т,"
ВхШхГ, мм: 860х1900х685
Вес, кг: 101
",['860х1900х685'],Есть в наличии,34 270 руб.
Верстак PROFI W WT160.WD1.WD5.010,"
ВхШхГ, мм: 1370х1600х700
Вес, кг: 110
",['1370х1600х700'],Есть в наличии,34 390 руб.
Верстак ВС-150-01 ЦФ + экран ВС-150-Э2,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 90.45
",['2065х1500х700'],Есть в наличии,78 560 руб.
Верстак PROFI W WT180.WD1.WD2.120,"
ВхШхГ, мм: 1870х1800х700
Вес, кг: 126.5
",['1870х1800х700'],Есть в наличии,44 100 руб.
Верстак PROFI W WT180.WD1.WD2.111,"
ВхШхГ, мм: 1370х1800х700
Вес, кг: 118.5
",['1370х1800х700'],Есть в наличии,46 030 руб.
Верстак ВС-150-01 МФ + экран ВС-150-Э3,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 98.45
",['2065х1500х700'],Есть в наличии,93 050 руб.
Верстак PROFI W (№600) WT160.WD1.F1.000,"
ВхШхГ, мм: 870х1600х700
Вес, кг: 72
",['870х1600х700'],Есть в наличии,18 510 руб.
Верстак ВС-150-01 Ф + экран ВС-150-Э1,"
ВхШхГ, мм: 1480х1500х700
Вес, кг: 82.65
",['1480х1500х700'],Есть в наличии,71 580 руб.
Верстак GARAGE №123,"
ВхШхГ, мм: 920х1000х500
Вес, кг: 10
",['920х1000х500'],Есть в наличии,7 540 руб.
Верстак PROFI W WT100.WD1.WD1.011,"
ВхШхГ, мм: 1370х1000х700
Вес, кг: 76
",['1370х1000х700'],Есть в наличии,28 920 руб.
Верстак ВЛ-150-04 Ф + Экран ВЛ-150-Э3,"
ВхШхГ, мм: 2052х1500х700
Вес, кг: 117.8
",['2052х1500х700'],Есть в наличии,97 470 руб.
Верстак PROFI W WT160.WD1.WD2.121,"
ВхШхГ, мм: 1920х1600х700
Вес, кг: 124.5
",['1920х1600х700'],Есть в наличии,46 340 руб.
Верстак PROFI W WT120.WD5.F1.011,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 83.3
",['1370х1200х700'],Есть в наличии,32 410 руб.
Верстак GARAGE №116,"
ВхШхГ, мм: 920х1000х500
Вес, кг: 14
",['920х1000х500'],Есть в наличии,6 370 руб.
Верстак ВТ2-1.9 с двумя тумбами,"
ВхШхГ, мм: 850х1900х685
Вес, кг: 85.5
",['850х1900х685'],Есть в наличии,35 640 руб.
Верстак PROFI W WT100.WD5.WD2.011,"
ВхШхГ, мм: 1370х1000х700
Вес, кг: 97
",['1370х1000х700'],Есть в наличии,39 370 руб.
Верстак PROFI W WT180.WD1.WD1.000,"
ВхШхГ, мм: 870х1800х700
Вес, кг: 81
",['870х1800х700'],Есть в наличии,25 700 руб.
Верстак GARAGE №121,"
ВхШхГ, мм: 1980х1000х500
Вес, кг: 25
",['1980х1000х500'],Есть в наличии,15 120 руб.
Верстак PROFI W WT140.WD5.F1.010,"
ВхШхГ, мм: 1370х1400х700
Вес, кг: 84.3
",['1370х1400х700'],Есть в наличии,28 360 руб.
Верстак PROFI W WT120.WD1.F1.100,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 70.8
",['870х1200х700'],Есть в наличии,23 390 руб.
Верстак ТВР1200(ТВ5),"
ВхШхГ, мм: 1120х1208х755
Вес, кг: 110
",['1120х1208х755'],Есть в наличии,53 960 руб.
Верстак ВП-6/1.6,"
ВхШхГ, мм: 860х1600х685
Вес, кг: 105
",['860х1600х685'],Есть в наличии,36 720 руб.
Верстак PROFI W WT120.WD2.F1.020,"
ВхШхГ, мм: 1870х1200х700
Вес, кг: 77.3
",['1870х1200х700'],Есть в наличии,25 410 руб.
Верстак PROFI W WT120.WD5.WD2.000,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 88
",['870х1200х700'],Есть в наличии,30 950 руб.
Верстак PROFI W WT120.WD2.WD2.021,"
ВхШхГ, мм: 1920х1200х700
Вес, кг: 99
",['1920х1200х700'],Есть в наличии,37 970 руб.
Верстак PROFI W WT120.WD2.F1.010,"
ВхШхГ, мм: 1370х1200х700
Вес, кг: 68
",['1370х1200х700'],Есть в наличии,22 150 руб.
Верстак ВС-150-01 К + экран ВС-150-Э3,"
ВхШхГ, мм: 2065х1500х700
Вес, кг: 98.45
",['2065х1500х700'],Есть в наличии,79 630 руб.
Верстак ТВР1800,"
ВхШхГ, мм: 1120х1808х755
Вес, кг: 91
",['1120х1808х755'],Есть в наличии,32 040 руб.
Верстак PROFI W WT120.WD2.F1.100,"
ВхШхГ, мм: 870х1200х700
Вес, кг: 75.8
",['870х1200х700'],Есть в наличии,26 530 руб.
