title,size,price
"
VALBERG DB-6 DGL
","[<a class=""spec"">Вес(кг): <span>84</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 82 110 руб.
"
"
VALBERG DB-4
","[<a class=""spec"">Вес(кг): <span>73</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 90 780 руб.
"
"
VALBERG DB-6/3S.DGL
","[<a class=""spec"">Вес(кг): <span>88</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 93 534 руб.
"
"
VALBERG DB-6S.DGL
","[<a class=""spec"">Вес(кг): <span>88</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 93 840 руб.
"
"
VALBERG DB-4S
","[<a class=""spec"">Вес(кг): <span>78</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 102 816 руб.
"
"
VALBERG DB-8S.DGL
","[<a class=""spec"">Вес(кг): <span>94</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 107 916 руб.
"
"
VALBERG DB-6
","[<a class=""spec"">Вес(кг): <span>84</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 118 830 руб.
"
"
VALBERG DB-12 DGL
","[<a class=""spec"">Вес(кг): <span>98</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 125 664 руб.
"
"
VALBERG DB-12S.DGL
","[<a class=""spec"">Вес(кг): <span>103</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 137 700 руб.
"
"
VALBERG DB-8S
","[<a class=""spec"">Вес(кг): <span>94</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 159 834 руб.
"
"
VALBERG DB-12S
","[<a class=""spec"">Вес(кг): <span>103</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 210 426 руб.
"
"
VALBERG DB-24 DGL
","[<a class=""spec"">Вес(кг): <span>126</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 214 608 руб.
"
"
VALBERG DB-24S DGL
","[<a class=""spec"">Вес(кг): <span>132</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 226 440 руб.
"
"
VALBERG DB-24S
","[<a class=""spec"">Вес(кг): <span>132</span></a>, <a class=""spec"">Габариты: <span>920x635x430</span></a>]","
 370 260 руб.
"
"
Индивидуальный шкаф кассира AMB-140/10
","[<a class=""spec"">Вес(кг): <span>16</span></a>, <a class=""spec"">Габариты: <span>1400x300x220</span></a>]","
 19 390 руб.
"
"
Абонентский шкаф ПРАКТИК AMB-180/60
","[<a class=""spec"">Вес(кг): <span>102</span></a>, <a class=""spec"">Габариты: <span>1803x600x373</span></a>]","
 110 466 руб.
"
"
Абонентский шкаф ПРАКТИК AMB-180/60D
","[<a class=""spec"">Вес(кг): <span>116</span></a>, <a class=""spec"">Габариты: <span>1803x600x373</span></a>]","
 115 566 руб.
"
