title,price,category,shop,height,width,depth
Шкаф инструментальный TC-1947-020202,"
 30 962 руб.
",Производственная мебель,Секретсервис,1900,475,500
Шкаф инструментальный TC-1947-000305,"
 43 712 руб.
",Производственная мебель,Секретсервис,1900,475,500
Шкаф инструментальный TC-1095,"
Под заказ
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный ТС 1095-002000,"
 23 883 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный ТС 1095-001010,"
 29 045 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный ТС 1095-021010,"
 31 564 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный ТС 1095-100302,"
 34 746 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный TC-1995/2-102200,"
 37 332 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TС 1095-021020,"
 38 852 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный TC-1995/2-102400,"
 41 249 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1095-001030,"
 43 620 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный TC-1995/2-024010,"
 46 359 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1095-100206,"
 51 561 руб.
",Производственная мебель,Секретсервис,1000,950,500
Шкаф инструментальный TC-1995/2-102206,"
 64 229 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC-1995/2- 022050,"
 64 821 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC-1995/2-102215,"
 68 717 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC-1995/2-121215,"
 69 110 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC-1995/2-1020010,"
 81 610 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC-1995/2-1220110,"
 91 418 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1995-023000,"
 38 648 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1995-120402,"
 50 184 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC 1995-004020,"
 51 128 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC 1995-042020,"
 51 913 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1995-023020,"
 53 224 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC 1995-041030,"
 57 074 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1995-120604,"
 61 384 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный TC 1995-041040,"
 64 362 руб.
",Производственная мебель,Секретсервис,1900,950,500
Шкаф инструментальный ТС 1995-121215,"
 70 814 руб.
",Производственная мебель,Секретсервис,1900,950,500
Инструментальный шкаф тяжелый AMH TC-004000,"
 94 529 руб.
",Производственная мебель,Секретсервис,920,1850,460
Инструментальный шкаф тяжелый AMH TC-062000,"
 97 665 руб.
",Производственная мебель,Секретсервис,920,1850,460
Инструментальный шкаф тяжелый AMH TC-004010,"
 101 949 руб.
",Производственная мебель,Секретсервис,920,1850,460
Инструментальный шкаф тяжелый AMH TC-005020,"
 113 730 руб.
",Производственная мебель,Секретсервис,920,1850,460
Инструментальный шкаф тяжелый AMH TC-062030,"
 119 927 руб.
",Производственная мебель,Секретсервис,920,1850,460
Инструментальный шкаф тяжелый AMH TC-062032,"
 133 748 руб.
",Производственная мебель,Секретсервис,920,1850,460
