title,size,price
"

                                    Верстак Profi (№ 108) WT100.F1/F1.000                                 


Высота, мм
880


Ширина, мм
1000


Глубина, мм
700



","[<td class=""bxr-props-table-value"">880</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">700</td>]",11 386 руб.
"

                                    Шкаф инструментальный TC-1995                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",22 952 руб.
"

                                    Верстак Expert (№221) WTS200.F2/F2.000                                 


Высота, мм
870


Ширина, мм
2000


Глубина, мм
700



","[<td class=""bxr-props-table-value"">870</td>, <td class=""bxr-props-table-value"">2000</td>, <td class=""bxr-props-table-value"">700</td>]",37 010 руб.
"

                                    Шкаф инструментальный ТС 1995-041040                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",52 674 руб.
"

                                    Экран WS-60                                 


Высота, мм
600


Ширина, мм
600


Глубина, мм
20



","[<td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">20</td>]",1 476 руб.
"

                                    Ящик Profi WD-0                                 


Высота, мм
287


Ширина, мм
460


Глубина, мм
640



","[<td class=""bxr-props-table-value"">287</td>, <td class=""bxr-props-table-value"">460</td>, <td class=""bxr-props-table-value"">640</td>]",8 348 руб.
"

                                    Верстак Garage №112                                 


Высота, мм
920


Ширина, мм
1000


Глубина, мм
500



","[<td class=""bxr-props-table-value"">920</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">500</td>]",6 374 руб.
"

                                    TC полка для ЧПУ SK-50                                 


Высота, мм
225


Ширина, мм
918


Глубина, мм
434



","[<td class=""bxr-props-table-value"">225</td>, <td class=""bxr-props-table-value"">918</td>, <td class=""bxr-props-table-value"">434</td>]",5 505 руб.
"

                                    Шкаф инструментальный ТС 1995-004030                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",47 807 руб.
"

                                    Шкаф инструментальный ТС 1995-120402                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",41 071 руб.
"

                                    TC ящик выдвижной TCF 39x45                                 


Высота, мм
100


Ширина, мм
390


Глубина, мм
450



","[<td class=""bxr-props-table-value"">100</td>, <td class=""bxr-props-table-value"">390</td>, <td class=""bxr-props-table-value"">450</td>]",3 669 руб.
"

                                    Шкаф инструментальный ТС 1995-023020                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",43 559 руб.
"

                                    Инструментальная тележка WDS-4                                 


Высота, мм
780


Ширина, мм
753


Глубина, мм
518



","[<td class=""bxr-props-table-value"">780</td>, <td class=""bxr-props-table-value"">753</td>, <td class=""bxr-props-table-value"">518</td>]",24 500 руб.
"

                                    Полка для баллончиков ScSh                                 


Высота, мм
70


Ширина, мм
270


Глубина, мм
70



","[<td class=""bxr-props-table-value"">70</td>, <td class=""bxr-props-table-value"">270</td>, <td class=""bxr-props-table-value"">70</td>]",334 руб.
"

                                    Ящик пластиковый Практик 200x157x90                                 


Высота, мм
90


Ширина, мм
157


Глубина, мм
200



","[<td class=""bxr-props-table-value"">90</td>, <td class=""bxr-props-table-value"">157</td>, <td class=""bxr-props-table-value"">200</td>]",188 руб.
"

                                    TC полка большая TCSh 95х47                                 


Высота, мм
25


Ширина, мм
945


Глубина, мм
430



","[<td class=""bxr-props-table-value"">25</td>, <td class=""bxr-props-table-value"">945</td>, <td class=""bxr-props-table-value"">430</td>]",1 741 руб.
"

                                    TC гардеробный комплект TCSh                                 


Высота, мм
25


Ширина, мм
470


Глубина, мм
433



","[<td class=""bxr-props-table-value"">25</td>, <td class=""bxr-props-table-value"">470</td>, <td class=""bxr-props-table-value"">433</td>]",1 306 руб.
"

                                    Инструментальный шкаф AMH TC-003000 ЧПУ                                 


Высота, мм
1850


Ширина, мм
920


Глубина, мм
460



","[<td class=""bxr-props-table-value"">1850</td>, <td class=""bxr-props-table-value"">920</td>, <td class=""bxr-props-table-value"">460</td>]",75 046 руб.
"

                                    Шкаф инструментальный ТС 1095-001030                                 


Высота, мм
1000


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",35 699 руб.
"

                                    Шкаф инструментальный ТС 1995-042000                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",30 557 руб.
"

                                    Шкаф инструментальный ТС 1095-100302                                 


Высота, мм
1000


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",28 436 руб.
"

                                    Шкаф инструментальный TC-1995/2-1020010                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",66 790 руб.
"

                                    Крючок НК 4                                 


Высота, мм
60


Ширина, мм
25


Глубина, мм
60



","[<td class=""bxr-props-table-value"">60</td>, <td class=""bxr-props-table-value"">25</td>, <td class=""bxr-props-table-value"">60</td>]",267 руб.
"

                                    TC ящик выдвижной малый TCF 42x45                                 


Высота, мм
140


Ширина, мм
420


Глубина, мм
450



","[<td class=""bxr-props-table-value"">140</td>, <td class=""bxr-props-table-value"">420</td>, <td class=""bxr-props-table-value"">450</td>]",3 669 руб.
"

                                    Шкаф инструментальный ТС 1995-121215                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",57 954 руб.
"

                                    Шкаф инструментальный ТС 1995-120604                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",50 237 руб.
"

                                    Шкаф инструментальный ТС 1095-001010                                 


Высота, мм
1000


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",23 770 руб.
"

                                    Шкаф инструментальный TC-1947-000201ГК                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",20 577 руб.
"

                                    Шкаф инструментальный TC-1947-000400                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",18 344 руб.
"

                                    Шкаф инструментальный TC-1947-020202                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",25 339 руб.
"

                                    Шкаф инструментальный TC-1947                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",14 688 руб.
"

                                    TC перегородка вертикальная TCD-1800                                 


Высота, мм
1800


Ширина, мм
470


Глубина, мм
40



","[<td class=""bxr-props-table-value"">1800</td>, <td class=""bxr-props-table-value"">470</td>, <td class=""bxr-props-table-value"">40</td>]",3 669 руб.
"

                                    Шкаф инструментальный ТС 1995-003040                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",52 031 руб.
"

                                    Шкаф инструментальный ТС 1995-041030                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",46 709 руб.
"

                                    Шкаф инструментальный ТС 1095-100206                                 


Высота, мм
1000


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",42 198 руб.
"

                                    Шкаф инструментальный ТС 1095-100215                                 


Высота, мм
1000


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",45 871 руб.
"

                                    Экран WS-160 без косынок                                 


Высота, мм
500


Ширина, мм
1600


Глубина, мм
20



","[<td class=""bxr-props-table-value"">500</td>, <td class=""bxr-props-table-value"">1600</td>, <td class=""bxr-props-table-value"">20</td>]",3 143 руб.
"

                                    Держатель для пластикового ящика                                 


Высота, мм
89


Ширина, мм
190


Глубина, мм
13



","[<td class=""bxr-props-table-value"">89</td>, <td class=""bxr-props-table-value"">190</td>, <td class=""bxr-props-table-value"">13</td>]",195 руб.
"

                                    Инструментальный шкаф AMH TC-062000                                 


Высота, мм
1850


Ширина, мм
920


Глубина, мм
460



","[<td class=""bxr-props-table-value"">1850</td>, <td class=""bxr-props-table-value"">920</td>, <td class=""bxr-props-table-value"">460</td>]",79 929 руб.
"

                                    Шкаф инструментальный TC-1947-000200ГК                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",16 908 руб.
"

                                    Шкаф инструментальный ТС 1995-004020                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",41 843 руб.
"

                                    Шкаф инструментальный ТС 1095-002000                                 


Высота, мм
1000


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",19 546 руб.
"

                                    Инструментальный шкаф HARD 2000-004012                                 



",[],113 988 руб.
"

                                    Инструментальный шкаф HARD 1000-021010                                 


Высота, мм
998


Ширина, мм
1150


Глубина, мм
650



","[<td class=""bxr-props-table-value"">998</td>, <td class=""bxr-props-table-value"">1150</td>, <td class=""bxr-props-table-value"">650</td>]",64 382 руб.
"

                                    Комплект полок AMH TC HSK 63 (2шт.)                                 


Высота, мм
30


Ширина, мм
840


Глубина, мм
170



","[<td class=""bxr-props-table-value"">30</td>, <td class=""bxr-props-table-value"">840</td>, <td class=""bxr-props-table-value"">170</td>]",3 986 руб.
"

                                    Инструментальный шкаф AMH TC-062032                                 


Высота, мм
1850


Ширина, мм
920


Глубина, мм
460



","[<td class=""bxr-props-table-value"">1850</td>, <td class=""bxr-props-table-value"">920</td>, <td class=""bxr-props-table-value"">460</td>]",109 459 руб.
"

                                    Шкаф инструментальный  TC-1947-000402                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",25 681 руб.
"

                                    TC полка для ЧПУ HSK-63                                 


Высота, мм
225


Ширина, мм
918


Глубина, мм
434



","[<td class=""bxr-props-table-value"">225</td>, <td class=""bxr-props-table-value"">918</td>, <td class=""bxr-props-table-value"">434</td>]",5 505 руб.
"

                                    Инструментальный шкаф HARD 2000-062012                                 


Высота, мм
1998


Ширина, мм
1150


Глубина, мм
650



","[<td class=""bxr-props-table-value"">1998</td>, <td class=""bxr-props-table-value"">1150</td>, <td class=""bxr-props-table-value"">650</td>]",112 568 руб.
"

                                    Ящик для тележки Garage                                 


Высота, мм
85


Ширина, мм
622


Глубина, мм
496



","[<td class=""bxr-props-table-value"">85</td>, <td class=""bxr-props-table-value"">622</td>, <td class=""bxr-props-table-value"">496</td>]",2 872 руб.
"

                                    Шкаф инструментальный TC-1947-020300                                 


Высота, мм
1900


Ширина, мм
475


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">475</td>, <td class=""bxr-props-table-value"">500</td>]",18 916 руб.
"

                                    Кронштейн крепления двух экранов WS (2 шт.)                                 


Высота, мм
40


Ширина, мм
1050


Глубина, мм
20



","[<td class=""bxr-props-table-value"">40</td>, <td class=""bxr-props-table-value"">1050</td>, <td class=""bxr-props-table-value"">20</td>]",1 232 руб.
"

                                    Инструментальная тележка WDS HARD                                 


Высота, мм
745


Ширина, мм
745


Глубина, мм
450



","[<td class=""bxr-props-table-value"">745</td>, <td class=""bxr-props-table-value"">745</td>, <td class=""bxr-props-table-value"">450</td>]",21 428 руб.
"

                                    Шкаф инструментальный TC-1995/2-102206                                 


Высота, мм
1900


Ширина, мм
950


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">950</td>, <td class=""bxr-props-table-value"">500</td>]",52 565 руб.
"

                                    Полка для тележки HARD                                 


Высота, мм
42,5


Ширина, мм
696


Глубина, мм
446



","[<td class=""bxr-props-table-value"">42,5</td>, <td class=""bxr-props-table-value"">696</td>, <td class=""bxr-props-table-value"">446</td>]",2 053 руб.
