title,availability,price,category,shop,weight
Стеллаж полочный СПЛп «Profi Inox» 2000х1000х400 с перфорированной полкой (нерж.сталь),1,18970.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1200х600 с перфорированной полкой (нерж.сталь),1,22710.0,Стеллажи,Железная мебель,[]
Стеллаж для сушки посуды ССПб - 1600х800х300 «Base» (сетки «тарелки» - 4 шт.),1,9580.0,Стеллажи,Железная мебель,[]
Стеллаж для сушки посуды ССПб - 1600х800х300 «Base» («стаканы» - 2 шт.; «тарелки» - 2 шт),1,9210.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 1600х1000х600 со сплошной полкой (цинк),1,7950.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 1800х800х600 со сплошной полкой (цинк),1,7250.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 2000х800х600 с полкой-решеткой (цинк),1,8160.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 2000х800х500 с полкой-решеткой (нерж.сталь),1,10870.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х800х600 со сплошной полкой (нерж.сталь),1,16220.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х1200х500 с полкой-решеткой (нерж.сталь),1,25480.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 1600х1500х500 с полкой-решеткой (цинк),1,8460.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х800х500 со сплошной полкой (нерж.сталь),1,9300.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х1000х500 с полкой-решеткой (нерж.сталь),1,11380.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х1500х500 с полкой-решеткой (нерж.сталь),1,14430.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х1500х600 с полкой-решеткой (нерж.сталь),1,33020.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1000х400 с полкой-решеткой (нерж.сталь),1,22860.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1500х500 со сплошной полкой (нерж.сталь),1,21870.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1500х600 со сплошной полкой (нерж.сталь),1,23920.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х800х600 с полкой-решеткой (нерж.сталь),1,19720.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1000х400 со сплошной полкой (нерж.сталь),1,16590.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1000х500 с полкой-решеткой (нерж.сталь),1,24130.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1200х600 с полкой-решеткой (нерж.сталь),1,27360.0,Стеллажи,Железная мебель,[]
"Стеллаж ТИТАН МС-Т 2000х1550х530 (5 ярусов, настил фанера)",1,16400.0,Стеллажи,Железная мебель,[]
Стеллаж СКУ 1244 (2485),1,13560.0,Стеллажи,Железная мебель,['32']
Стеллаж MS STANDART 1850х1000х500 (4 полки),1,5120.0,Стеллажи,Железная мебель,['18.44']
Стеллаж MS STANDART 2000х700х600 (5 полок),1,5910.0,Стеллажи,Железная мебель,['20.61']
Стеллаж MS STANDART 2550х1000х600 (6 полок),1,8760.0,Стеллажи,Железная мебель,['31.12']
Стеллаж металлический Профи-Т 2500х1845х500 (4 усиленных полки из фанеры),1,18850.0,Стеллажи,Железная мебель,['67']
Стеллаж Everest Beamy LUXURY 2000х900х500 (4 металлические полки),1,10480.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 1600х700х800 (4 полки),1,6260.0,Стеллажи,Железная мебель,['21.76']
Стеллаж СФМ 2000х1500х800 (2 яруса без настила) RAL,1,6830.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3000х1250х600 (4 яруса с настилом) Цинк,1,14200.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2500х2000х1000 (3 яруса с настилом) RAL,1,21920.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3000х2000х800 (3 яруса с настилом) RAL,1,20060.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3500х1750х800 (4 яруса с настилом) RAL,1,23720.0,Стеллажи,Железная мебель,[]
Стеллаж металлический Профи-Т 2500х1845х1005 (5 сплошных оцинкованных мет. полок),1,45000.0,Стеллажи,Железная мебель,['120']
Стеллаж металлический Профи-Т 3000х1540х655 (6 сплошных оцинкованных мет. усиленных полок),1,43280.0,Стеллажи,Железная мебель,['98']
Стеллаж металлический Профи-Т 2500х1540х655 (4 полки из фанеры),1,18590.0,Стеллажи,Железная мебель,['67']
Стеллаж с пластиковыми ящиками 1801-5/9/1 Kombo,1,29130.0,Стеллажи,Железная мебель,[]
Стеллаж односторонний №27 (1835х950х510),1,54800.0,Стеллажи,Железная мебель,['75']
Стеллаж односторонний №49 (1835х950х510),1,53590.0,Стеллажи,Железная мебель,['77']
Стеллаж с пластиковыми ящиками А-07-01-03,1,37060.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-2/5/5 CH-K,1,25220.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-2/9/2 CH,1,25350.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-5/7/2 Kombo,1,28010.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1000х600 с перфорированной полкой (нерж.сталь),1,20530.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х800х500 с полкой-решеткой (нерж.сталь),1,19120.0,Стеллажи,Железная мебель,[]
Стеллаж металлический ТС Лайт 1800х700х600 (3 перфорированные полки),1,7200.0,Стеллажи,Железная мебель,['13']
Стеллаж металлический Профи-Т 3000х1240х500 (5 сплошных оцинкованных мет. усиленных полок),1,28950.0,Стеллажи,Железная мебель,['67']
Стеллаж MS STRONG 1600х1200х400 (4 полки),1,6040.0,Стеллажи,Железная мебель,['19.44']
Стеллаж MS STRONG 2350х1500х300 (5 полок),1,8280.0,Стеллажи,Железная мебель,['28.24']
Стеллаж MS HARD 2200х1000х500 (4 полки),1,7790.0,Стеллажи,Железная мебель,['28.16']
Стеллаж СФМ 4000х1500х1000 (4 яруса без настила) Цинк,1,12050.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-11/5/0 CH-Kombo,1,27960.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-4/5/4 CH,1,25730.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1502-9/0/3,1,41570.0,Стеллажи,Железная мебель,[]
Стеллаж настенный №172 (1370х950х63),1,41890.0,Стеллажи,Железная мебель,['60']
Стеллаж полочный СПЛн «Norma Inox» 1600х1500х600 с полкой-решеткой (нерж.сталь),1,20640.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1000х600 со сплошной полкой (нерж.сталь),1,19510.0,Стеллажи,Железная мебель,[]
Стеллаж SGR-V 1263-2.0,1,18020.0,Стеллажи,Железная мебель,['47.74']
Стеллаж СКУ 1254 (2485),1,15060.0,Стеллажи,Железная мебель,['35']
Стеллаж металлический Профи-Т 2500х1240х500 (4 перфорированные оцинкованные мет. усиленные полки),1,23910.0,Стеллажи,Железная мебель,['54']
Стеллаж Everest Beamy LUXURY 2000х900х300 (5 металлических полок),1,10780.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 2000х1200х500 (6 полок),1,10040.0,Стеллажи,Железная мебель,['31.72']
Стеллаж Everest Beamy LUXURY модульный 2000х900х300 (4 металлические полки),1,10280.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 1850х1500х600 (4 полки),1,10110.0,Стеллажи,Железная мебель,['30.56']
Стеллаж СФМ 3500х1250х600 (3 яруса без настила) RAL,1,9900.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2500х1250х1000 (4 яруса без настила) Цинк,1,8590.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 4000х1250х600 (4 яруса с настилом) RAL,1,17880.0,Стеллажи,Железная мебель,[]
Стеллаж металлический Профи-Т 2500х1240х770 (4 перфорированные оцинкованные мет. усиленные полки),1,29340.0,Стеллажи,Железная мебель,['66']
Стеллаж SGR-V 1584-2.5,1,28070.0,Стеллажи,Железная мебель,['82.76']
Стеллаж односторонний №45 (1835х950х510),1,52730.0,Стеллажи,Железная мебель,['76']
Стеллаж для сушки посуды ССПб - 1600х600х300 «Base» (сетки «тарелки» - 4 шт.),1,8450.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х800х400 со сплошной полкой (нерж.сталь),1,13720.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х1200х400 с полкой-решеткой (нерж.сталь),1,11360.0,Стеллажи,Железная мебель,[]
Медицинский стеллаж СТМ MS 185/100х40/4,1,4630.0,Стеллажи,Железная мебель,['15.3']
Стеллаж металлический Профи-Т 3000х1540х500 (5 сплошных оцинкованных мет. усиленных полок),1,33080.0,Стеллажи,Железная мебель,['76']
"Стеллаж MS Pro Z 2000х1800х400 (3 яруса, для дисков)",1,11640.0,Стеллажи,Железная мебель,['20.96']
Стеллаж металлический Профи-Т для шин 2000х1240х500 (3 уровня),1,10900.0,Стеллажи,Железная мебель,['28']
Стеллаж MS STRONG 2000х1200х400 (4 полки),1,6290.0,Стеллажи,Железная мебель,['20.56']
Стеллаж СФМ 2500х1750х1000 (3 яруса без настила) RAL,1,9230.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2000х1750х1000 (3 яруса без настила) Цинк,1,7930.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3000х2000х800 (3 яруса без настила) Цинк,1,9480.0,Стеллажи,Железная мебель,[]
Стеллаж металлический Профи-Т 2000х1540х770 (4 перфорированные оцинкованные мет. усиленные полки),1,33360.0,Стеллажи,Железная мебель,['72']
Стеллаж металлический ТС Лайт 1000х1200х800 (2 перфорированные полки),1,9630.0,Стеллажи,Железная мебель,['17']
Стеллаж с пластиковыми ящиками 1801-0/0/10 Kombo,1,25910.0,Стеллажи,Железная мебель,[]
Стеллаж односторонний №13 (1835х950х510),1,48300.0,Стеллажи,Железная мебель,['72']
Стеллаж односторонний №78 (1835х950х510),1,49840.0,Стеллажи,Железная мебель,['70']
Стеллаж с пластиковыми ящиками А-03-01-05,1,35440.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-2/7/4 CH-K,1,27280.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1501-3/6/2 G-Z,1,23210.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 2000х800х500 с перфорированной полкой (цинк),1,6270.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х1000х600 с перфорированной полкой (нерж.сталь),1,19260.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 2000х1500х600 с полкой-решеткой (цинк),1,11700.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х1200х500 со сплошной полкой (нерж.сталь),1,18570.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1500х500 с полкой-решеткой (нерж.сталь),1,33050.0,Стеллажи,Железная мебель,[]
Стеллаж металлический ТС Лайт 1800х1200х300 (3 полки),1,6570.0,Стеллажи,Железная мебель,['14']
Стеллаж металлический ТС Лайт 1000х1200х600 (2 перфорированные полки),1,8000.0,Стеллажи,Железная мебель,['14']
Стеллаж металлический Профи-Т 2500х1540х455 (4 сплошные оцинкованные мет. полки),1,23010.0,Стеллажи,Железная мебель,['59']
Стеллаж металлический Профи-Т 3000х1845х455 (5 сплошных оцинкованных мет. полок),1,34820.0,Стеллажи,Железная мебель,['81']
Стеллаж Everest Beamy LUXURY 2000х900х400 (5 металлических полок),1,11430.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 1850х1500х600 (5 полок),1,12230.0,Стеллажи,Железная мебель,['36.69']
Стеллаж MS STRONG 2550х700х600 (4 полки),1,6000.0,Стеллажи,Железная мебель,['19.92']
Стеллаж MS STRONG 3100х700х400 (5 полок),1,6130.0,Стеллажи,Железная мебель,['21.06']
Стеллаж MS HARD 2000х1000х400 (6 полок),1,9360.0,Стеллажи,Железная мебель,['32.58']
Стеллаж СФМ 2000х1500х600 (3 яруса без настила) RAL,1,7430.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3500х1500х1000 (3 яруса без настила) RAL,1,11200.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2000х1250х800 (3 яруса с настилом) Цинк,1,12200.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-6/9/0 Kombo,1,28580.0,Стеллажи,Железная мебель,[]
Стеллаж односторонний №84 (1835х950х510),1,66240.0,Стеллажи,Железная мебель,['68']
Стеллаж с пластиковыми ящиками C1 01-06-02,1,43620.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-11/5/0 CH,1,28410.0,Стеллажи,Железная мебель,[]
Стеллаж двусторонний №129 (1835х950х760),1,99800.0,Стеллажи,Железная мебель,['135']
Стеллаж настенный №175 (1370х950х63),1,39840.0,Стеллажи,Железная мебель,['60']
Стеллаж полочный СПЛп «Profi Inox» 2000х1200х400 с перфорированной полкой (нерж.сталь),1,19020.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 1600х600х600 со сплошной полкой (цинк),1,6210.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 2000х1500х400 со сплошной полкой (цинк),1,7420.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х600х500 с полкой-решеткой (нерж.сталь),1,15220.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1800х800х400 с полкой-решеткой (нерж.сталь),1,9580.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х800х500 со сплошной полкой (нерж.сталь),1,15660.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х600х500 с полкой-решеткой (нерж.сталь),1,16490.0,Стеллажи,Железная мебель,[]
Стеллаж металлический ТС Лайт 2500х700х400 (5 полок),1,7350.0,Стеллажи,Железная мебель,['17']
Стеллаж металлический Профи-Т 2000х1240х500 (4 сплошные оцинкованные мет. усиленные полки),1,20220.0,Стеллажи,Железная мебель,['50']
Стеллаж металлический Профи-Т 2500х1240х500 (4 сплошные оцинкованные мет. полки),1,20630.0,Стеллажи,Железная мебель,['54']
Стеллаж Everest Beamy LUXURY модульный 2000х1200х600 (5 металлических полок),1,17640.0,Стеллажи,Железная мебель,[]
Стеллаж Everest Beamy LUXURY модульный 2000х900х500 (8 металлических полок),1,18660.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 2550х1200х400 (6 полок),1,9060.0,Стеллажи,Железная мебель,['29.32']
Стеллаж MS HARD 2500х1000х300 (6 полок),1,8980.0,Стеллажи,Железная мебель,['31.12']
Стеллаж металлический Профи-Т 2000х1540х770 (3 сплошные оцинкованные мет. усиленные полки),1,22280.0,Стеллажи,Железная мебель,['57']
Стеллаж металлический Профи-Т 2000х1540х770 (4 перфорированные оцинкованные мет. полки),1,32680.0,Стеллажи,Железная мебель,['71']
Стеллаж SGR-V 2183-2.0,1,27570.0,Стеллажи,Железная мебель,['79.27']
Стеллаж SGR-V-Zn 18105-3.0,1,46730.0,Стеллажи,Железная мебель,['145.2']
Стеллаж металлический ТС Лайт 1500х1000х800 (3 перфорированные полки),1,11170.0,Стеллажи,Железная мебель,['19']
"Стеллаж МКФ 18914-2,5",1,22790.0,Стеллажи,Железная мебель,['79']
Стеллаж с пластиковыми ящиками 1801-3/9/2 CH-Kombo,1,27790.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-5/10/0 K-S,1,28740.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-17/0/0 Kombo,1,29760.0,Стеллажи,Железная мебель,[]
Стеллаж двусторонний №121 (1835х950х760),1,101840.0,Стеллажи,Железная мебель,['137']
Стеллаж мобильный №219 (1415х950х610),1,78110.0,Стеллажи,Железная мебель,['105']
Стеллаж для сушки посуды ССПн - 1600х600х300 «Norma Inox» («стаканы» - 2 шт.; «тарелки» - 2 шт),1,15230.0,Стеллажи,Железная мебель,[]
Стеллаж для сушки посуды ССПн - 1600х800х300 «Norma Inox» (сетки «стаканы» - 4 шт.),1,17130.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 2000х1500х600 со сплошной полкой (цинк),1,10480.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х600х500 со сплошной полкой (нерж.сталь),1,13240.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х800х400 с полкой-решеткой (нерж.сталь),1,17150.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х1500х600 со сплошной полкой (нерж.сталь),1,18380.0,Стеллажи,Железная мебель,[]
Стеллаж MS STANDART 2200х1000х500 (5 полок),1,6350.0,Стеллажи,Железная мебель,['22.41']
Стеллаж металлический Профи-Т 3000х1240х500 (6 перфорированных оцинкованных мет. полок),1,36560.0,Стеллажи,Железная мебель,['75']
Стеллаж MS STRONG 1850х1200х300 (5 полок),1,6540.0,Стеллажи,Железная мебель,['22.29']
Стеллаж MS STRONG 2200х1000х400 (4 полки),1,5380.0,Стеллажи,Железная мебель,['20.08']
Стеллаж MS STRONG 2350х1000х300 (5 полок),1,5620.0,Стеллажи,Железная мебель,['21.19']
Стеллаж MS STRONG 2350х1200х400 (5 полок),1,7740.0,Стеллажи,Железная мебель,['25.64']
Стеллаж СФМ 3500х2000х600 (4 яруса без настила) Цинк,1,11500.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 4000х1750х600 (4 яруса без настила) Цинк,1,11810.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2000х1500х1000 (3 яруса с настилом) RAL,1,17300.0,Стеллажи,Железная мебель,[]
Стеллаж SGR-V 18103-2.0,1,28050.0,Стеллажи,Железная мебель,['86.44']
Стеллаж металлический ТС Лайт 2500х700х800 (5 перфорированных полок),1,13130.0,Стеллажи,Железная мебель,['25']
Стеллаж с пластиковыми ящиками 1501-2/7/2 CH,1,22900.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-1/9/3 Kombo,1,27560.0,Стеллажи,Железная мебель,[]
Стеллаж настенный №173 (1370х950х63),1,42190.0,Стеллажи,Железная мебель,['60']
Стеллаж полочный СПЛб «Base» 1600х800х400 с перфорированной полкой (цинк),1,5500.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 2000х1000х500 с перфорированной полкой (нерж.сталь),1,11560.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х1000х600 с перфорированной полкой (нерж.сталь),1,14830.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1800х1000х500 с перфорированной полкой (нерж.сталь),1,11200.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 1800х1200х400 со сплошной полкой (цинк),1,6500.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1200х600 со сплошной полкой (нерж.сталь),1,20900.0,Стеллажи,Железная мебель,[]
Стеллаж для воды СТВ-12,1,22560.0,Стеллажи,Железная мебель,['46']
Стеллаж SGR-V 2164-2.5,1,33780.0,Стеллажи,Железная мебель,['91.96']
Стеллаж металлический ТС Лайт 2000х700х600 (4 полки),1,7060.0,Стеллажи,Железная мебель,['16']
Стеллаж металлический ТС Лайт 2500х700х500 (5 полок),1,8010.0,Стеллажи,Железная мебель,['19']
Стеллаж Everest Beamy SIMPLE 1800х600х300 (5 деревянных полок),1,7030.0,Стеллажи,Железная мебель,[]
Стеллаж Everest Beamy LUXURY 1800х1200х600 (4 металлические полки),1,13900.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 2200х1200х300 (5 полок),1,6890.0,Стеллажи,Железная мебель,['23.21']
Стеллаж СФМ 3000х2000х1000 (4 яруса без настила) RAL,1,11670.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2500х1750х800 (3 яруса с настилом) RAL,1,17550.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2500х2000х800 (3 яруса с настилом) RAL,1,19190.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1801-3/6/4 Kombo,1,27610.0,Стеллажи,Железная мебель,[]
Стеллаж односторонний №60 (1835х950х510),1,55360.0,Стеллажи,Железная мебель,['83']
Стеллаж с пластиковыми ящиками А-04-00-05,1,35070.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1501-2/7/2,1,22760.0,Стеллажи,Железная мебель,[]
Стеллаж с пластиковыми ящиками 1502-0/0/8 CH-Kombo,1,36360.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 1800х1500х500 с перфорированной полкой (цинк),1,8220.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х1500х600 с перфорированной полкой (нерж.сталь),1,19490.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1600х600х400 с полкой-решеткой (нерж.сталь),1,8250.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛб «Base» 2000х1200х500 с полкой-решеткой (цинк),1,7830.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1800х600х400 со сплошной полкой (нерж.сталь),1,8000.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х600х500 со сплошной полкой (нерж.сталь),1,13880.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х600х600 со сплошной полкой (нерж.сталь),1,14840.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х600х600 со сплошной полкой (нерж.сталь),1,15480.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х1000х600 с полкой-решеткой (нерж.сталь),1,24730.0,Стеллажи,Железная мебель,[]
Стеллаж металлический ТС Лайт 2000х1000х400 (4 перфорированные полки),1,8980.0,Стеллажи,Железная мебель,['18']
Стеллаж металлический ТС Лайт 2500х1000х500 (5 перфорированных полок),1,13130.0,Стеллажи,Железная мебель,['26']
Стеллаж металлический Профи-Т 2000х1845х500 (4 перфорированные оцинкованные мет. полки),1,29160.0,Стеллажи,Железная мебель,['65']
Стеллаж металлический Профи-Т 3000х1240х500 (6 полок из фанеры),1,24190.0,Стеллажи,Железная мебель,['73']
Стеллаж Everest Beamy LUXURY 2000х900х400 (4 металлические полки),1,9800.0,Стеллажи,Железная мебель,[]
Стеллаж MS STRONG 3100х1500х600 (7 полок),1,17620.0,Стеллажи,Железная мебель,['52.27']
Стеллаж СФМ 2500х2000х600 (3 яруса с настилом) Цинк,1,14900.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3000х2000х800 (3 яруса с настилом) Цинк,1,18060.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3000х1250х1000 (4 яруса с настилом) Цинк,1,18250.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 3000х1500х800 (4 яруса с настилом) RAL,1,20190.0,Стеллажи,Железная мебель,[]
Стеллаж металлический Профи-Т 3000х1845х1005 (6 сплошных оцинкованных мет. усиленных полок),1,61650.0,Стеллажи,Железная мебель,['145']
Стеллаж металлический Профи-Т 3000х1540х1005 (6 перфорированных оцинкованных мет. полок),1,62880.0,Стеллажи,Железная мебель,['94']
Стеллаж SGR-V 18105-3.0,1,45780.0,Стеллажи,Железная мебель,['145.2']
Стеллаж с пластиковыми ящиками 1501-14/0/0 CH-K,1,25130.0,Стеллажи,Железная мебель,[]
Складской стеллаж с черными ящиками 700-6 CH,1,23020.0,Стеллажи,Железная мебель,['20.5']
Стеллаж полочный СПЛб «Base» 1600х600х600 с перфорированной полкой (цинк),1,6500.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 2000х800х600 с перфорированной полкой (нерж.сталь),1,18350.0,Стеллажи,Железная мебель,[]
Стеллаж МС-750 1800х700х400 (7 полок МС),1,6210.0,Стеллажи,Железная мебель,[]
Стеллаж SGR-V 1864-2.5,1,29930.0,Стеллажи,Железная мебель,['103']
Стеллаж металлический ТС Лайт 2000х1200х400 (4 полки),1,8990.0,Стеллажи,Железная мебель,['20']
Стеллаж металлический Профи-Т 2000х1540х500 (4 сплошные оцинкованные мет. усиленные полки),1,23210.0,Стеллажи,Железная мебель,['58']
Стеллаж MS STANDART 2550х1000х500 (5 полок),1,6700.0,Стеллажи,Железная мебель,['23.17']
Стеллаж MS STANDART 2550х700х300 (6 полок),1,5190.0,Стеллажи,Железная мебель,['17.02']
Стеллаж MS STRONG 1600х1500х600 (4 полки),1,9990.0,Стеллажи,Железная мебель,['29.56']
Стеллаж MS HARD 2200х1000х300 (4 полки),1,6610.0,Стеллажи,Железная мебель,['23.12']
Стеллаж СФМ 3000х1500х1000 (4 яруса с настилом) Цинк,1,20560.0,Стеллажи,Железная мебель,[]
Стеллаж СФМ 2000х1250х800 (3 яруса с настилом) RAL,1,13530.0,Стеллажи,Железная мебель,[]
Стеллаж металлический Профи-Т 2000х1540х1005 (4 сплошные оцинкованные мет. усиленные полки),1,32810.0,Стеллажи,Железная мебель,['84']
Стеллаж металлический Профи-Т 2500х1845х655 (4 сплошные оцинкованные мет. усиленные полки),1,30210.0,Стеллажи,Железная мебель,['78']
Стеллаж металлический ТС Лайт 2000х700х800 (4 полки),1,9200.0,Стеллажи,Железная мебель,['20']
"Стеллаж торговый торцевой 1750х1070х1600 (15 полок 226, 300, 500)",0,39530.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1800х600х500 с перфорированной полкой (нерж.сталь),1,8920.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛн «Norma Inox» 1800х1500х500 со сплошной полкой (нерж.сталь),1,13350.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х1000х400 со сплошной полкой (нерж.сталь),1,15320.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1600х1500х400 со сплошной полкой (нерж.сталь),1,19140.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1000х600 со сплошной полкой (нерж.сталь),1,18880.0,Стеллажи,Железная мебель,[]
Стеллаж полочный СПЛп «Profi Inox» 1800х1200х500 со сплошной полкой (нерж.сталь),1,19210.0,Стеллажи,Железная мебель,[]
Стеллаж СТФУ 1084-2.0 (2000х1000х800-4),1,11810.0,Стеллажи,Железная мебель,['32']
Стеллаж металлический ТС Лайт 2500х1000х400 (5 перфорированных полок),1,11200.0,Стеллажи,Железная мебель,['22']
Стеллаж MS STANDART 1850х1000х300 (5 полок),1,4650.0,Стеллажи,Железная мебель,['16.44']
